date,net,gross,round_trips,open,close,ret_frac,gross_ret_frac,half_day,year
2022-04-18,0.0,0.0,0,436.81,437.99,0.0,0.0,False,2022
2022-04-19,3.591000000000023,3.6000000000000227,1,437.86,445.0,0.008201251541588687,0.008221806056730514,False,2022
2022-04-20,0.0,0.0,0,446.92,444.68,0.0,0.0,False,2022
2022-04-21,3.680999999999998,3.6899999999999977,1,448.54,438.04,0.008206625941944972,0.008226691042047526,False,2022
2022-04-22,8.241,8.25,1,436.91,426.09,0.01886200819390721,0.0188826074019821,False,2022
2022-04-25,-3.3880000000000043,-3.3700000000000045,2,423.67,428.49,-0.007996789954445686,-0.007954304057403178,False,2022
2022-04-26,7.722000000000009,7.740000000000009,2,425.83,416.11,0.01813399713500695,0.01817626752459904,False,2022
2022-04-27,-6.746999999999971,-6.71999999999997,3,417.24,417.26,-0.016170549324129927,-0.016105838366407752,False,2022
2022-04-28,2.180999999999998,2.1899999999999977,1,422.29,427.79,0.005164697245968405,0.005186009614246129,False,2022
2022-04-29,9.130999999999986,9.139999999999986,1,423.59,412.05,0.02155622181826763,0.021577468778771893,False,2022
2022-05-02,-6.3680000000000225,-6.350000000000023,2,412.07,414.5,-0.01545368505351038,-0.01541000315480385,False,2022
2022-05-03,-1.338999999999984,-1.329999999999984,1,415.01,416.42,-0.003226428278836616,-0.003204742054408289,False,2022
2022-05-04,5.271000000000029,5.28000000000003,1,417.08,428.99,0.012637863239666322,0.01265944183370104,False,2022
2022-05-05,7.660999999999959,7.669999999999959,1,424.55,413.92,0.01804498881168286,0.018066187728182685,False,2022
2022-05-06,-3.1489999999999863,-3.1399999999999864,1,411.1,411.38,-0.0076599367550474,-0.007638044271466763,False,2022
2022-05-09,-1.1569999999999954,-1.1299999999999955,3,405.1,398.24,-0.0028560849173043575,-0.0027894347074796234,False,2022
2022-05-10,0.0,0.0,0,404.49,399.07,0.0,0.0,False,2022
2022-05-11,-3.328000000000002,-3.3100000000000023,2,398.07,392.77,-0.008360338633908615,-0.008315120456201176,False,2022
2022-05-12,0.0,0.0,0,389.37,392.41,0.0,0.0,False,2022
2022-05-13,0.011999999999972713,0.029999999999972715,2,396.71,401.69,3.024879634990979e-05,7.562199087487766e-05,False,2022
2022-05-16,0.0,0.0,0,399.98,400.23,0.0,0.0,False,2022
2022-05-17,0.0,0.0,0,406.53,408.27,0.0,0.0,False,2022
2022-05-18,5.492000000000048,5.510000000000048,2,403.5,391.93,0.0136109045848824,0.013655514250309907,False,2022
2022-05-19,0.0,0.0,0,388.62,389.45,0.0,0.0,False,2022
2022-05-20,-0.8190000000000023,-0.8100000000000023,1,393.25,389.6,-0.0020826446280991793,-0.002059758423394793,False,2022
2022-05-23,-0.5589999999999545,-0.5499999999999545,1,392.83,396.93,-0.0014230074077844221,-0.0014000967339560485,False,2022
2022-05-24,2.171000000000007,2.180000000000007,1,392.56,394.0,0.005530364785001037,0.005553291216629322,False,2022
2022-05-25,0.0,0.0,0,392.31,397.55,0.0,0.0,False,2022
2022-05-26,2.7210000000000183,2.730000000000018,1,398.67,405.29,0.006825193769282911,0.006847768831364331,False,2022
2022-05-27,2.752000000000039,2.7700000000000387,2,407.91,415.35,0.0067465862567724225,0.006790713637812357,False,2022
2022-05-31,-0.5690000000000023,-0.5600000000000023,1,413.55,412.94,-0.0013758916696892812,-0.0013541288840527197,False,2022
2022-06-01,-1.0389999999999726,-1.0299999999999727,1,415.17,409.62,-0.002502589300768294,-0.0024809114338703968,False,2022
2022-06-02,3.3909999999999774,3.3999999999999773,1,409.42,417.37,0.008282448341556293,0.00830443065800395,False,2022
2022-06-03,0.0,0.0,0,412.4,410.59,0.0,0.0,False,2022
2022-06-06,0.0,0.0,0,414.78,411.76,0.0,0.0,False,2022
2022-06-07,0.0,0.0,0,408.1,415.7,0.0,0.0,False,2022
2022-06-08,0.0,0.0,0,413.93,411.29,0.0,0.0,False,2022
2022-06-09,3.020999999999973,3.0299999999999727,1,409.34,401.47,0.007380172961352355,0.007402159573948241,False,2022
2022-06-10,-1.1989999999999976,-1.1899999999999977,1,394.88,389.82,-0.003036365478119929,-0.0030135737439221984,False,2022
2022-06-13,-0.12800000000001366,-0.11000000000001366,2,379.85,375.02,-0.0003369751217586249,-0.0002895879952613233,False,2022
2022-06-14,0.0,0.0,0,376.85,373.82,0.0,0.0,False,2022
2022-06-15,-3.169000000000025,-3.160000000000025,1,377.36,379.13,-0.00839781640873443,-0.008373966504134049,False,2022
2022-06-16,-3.1560000000000046,-3.1200000000000045,4,370.51,366.92,-0.008517988718253232,-0.008420825348843499,False,2022
2022-06-17,-3.8490000000000317,-3.840000000000032,1,365.51,365.84,-0.010530491641815633,-0.010505868512489486,False,2022
2022-06-21,0.21200000000001817,0.2300000000000182,2,371.89,375.07,0.0005700610395547559,0.0006184624485735519,False,2022
2022-06-22,0.0,0.0,0,370.62,374.39,0.0,0.0,False,2022
2022-06-23,0.0,0.0,0,376.64,378.13,0.0,0.0,False,2022
2022-06-24,6.211000000000027,6.220000000000027,1,381.4,390.05,0.016284740429994827,0.016308337703198814,False,2022
2022-06-27,-0.06900000000000228,-0.06000000000000228,1,391.05,388.66,-0.0001764480245492962,-0.0001534330648254757,False,2022
2022-06-28,5.020999999999972,5.029999999999973,1,390.23,380.74,0.012866770878712483,0.012889834200343316,False,2022
2022-06-29,0.0,0.0,0,381.23,380.36,0.0,0.0,False,2022
2022-06-30,-2.3889999999999953,-2.3799999999999955,1,376.24,377.29,-0.006349670423134157,-0.006325749521581957,False,2022
2022-07-01,0.0,0.0,0,376.56,381.2,0.0,0.0,False,2022
2022-07-05,-0.6190000000000137,-0.6100000000000136,1,375.88,381.95,-0.0016468021709056446,-0.0016228583590507971,False,2022
2022-07-06,0.0,0.0,0,382.11,383.31,0.0,0.0,False,2022
2022-07-07,-0.6460000000000137,-0.6100000000000136,4,385.12,388.94,-0.001677399252181174,-0.001583921894474485,False,2022
2022-07-08,0.0,0.0,0,387.27,388.68,0.0,0.0,False,2022
2022-07-11,0.0,0.0,0,385.85,384.3,0.0,0.0,False,2022
2022-07-12,0.0,0.0,0,383.65,380.88,0.0,0.0,False,2022
2022-07-13,0.0,0.0,0,375.1,378.87,0.0,0.0,False,2022
2022-07-14,-0.38899999999999546,-0.37999999999999545,1,373.61,377.96,-0.001041192687561884,-0.0010171033965900148,False,2022
2022-07-15,0.0,0.0,0,382.55,385.1,0.0,0.0,False,2022
2022-07-18,0.0,0.0,0,388.38,381.99,0.0,0.0,False,2022
2022-07-19,4.180999999999997,4.189999999999998,1,386.08,392.25,0.010829361790302522,0.01085267302113551,False,2022
2022-07-20,-2.069000000000002,-2.0600000000000023,1,392.47,394.79,-0.0052717405151986195,-0.0052488088261523225,False,2022
2022-07-21,-3.0980000000000407,-3.080000000000041,2,394.16,398.8,-0.00785975238481845,-0.007814085650497363,False,2022
2022-07-22,1.821000000000041,1.830000000000041,1,398.92,395.12,0.0045648250275745535,0.00458738594204362,False,2022
2022-07-25,0.0,0.0,0,395.75,395.55,0.0,0.0,False,2022
2022-07-26,-0.3180000000000114,-0.30000000000001137,2,393.84,390.91,-0.0008074344911639534,-0.0007617306520414671,False,2022
2022-07-27,0.45300000000001817,0.4800000000000182,3,394.36,401.0,0.0011486966223755405,0.00121716198397408,False,2022
2022-07-28,-0.6570000000000523,-0.6300000000000523,3,401.89,406.01,-0.0016347756848890302,-0.0015675931224963357,False,2022
2022-07-29,0.6219999999999863,0.6399999999999864,2,407.58,412.06,0.001526080769419467,0.0015702438785023464,False,2022
2022-08-01,0.0,0.0,0,409.15,410.71,0.0,0.0,False,2022
2022-08-02,0.0,0.0,0,409.12,408.12,0.0,0.0,False,2022
2022-08-03,2.1220000000000434,2.140000000000043,2,410.3,414.41,0.005171825493541417,0.005215695832317921,False,2022
2022-08-04,0.0,0.0,0,414.37,414.17,0.0,0.0,False,2022
2022-08-05,0.0,0.0,0,409.66,413.43,0.0,0.0,False,2022
2022-08-08,-0.45899999999998864,-0.44999999999998863,1,415.25,413.02,-0.001105358217940972,-0.0010836845273931093,False,2022
2022-08-09,0.0,0.0,0,412.22,411.34,0.0,0.0,False,2022
2022-08-10,0.0,0.0,0,418.78,419.95,0.0,0.0,False,2022
2022-08-11,0.0,0.0,0,422.99,420.01,0.0,0.0,False,2022
2022-08-12,2.7920000000000025,2.8100000000000023,2,422.03,427.06,0.006615643437670314,0.006658294434044979,False,2022
2022-08-15,0.0,0.0,0,424.76,428.86,0.0,0.0,False,2022
2022-08-16,0.241,0.25,1,427.73,429.66,0.0005634395529890351,0.0005844808640965095,False,2022
2022-08-17,0.0,0.0,0,425.91,426.67,0.0,0.0,False,2022
2022-08-18,0.0,0.0,0,426.86,427.83,0.0,0.0,False,2022
2022-08-19,0.4620000000000182,0.4800000000000182,2,424.98,422.15,0.0010871099816462378,0.0011294649159960897,False,2022
2022-08-22,0.392000000000025,0.410000000000025,2,417.05,413.46,0.0009399352595612636,0.0009830955520921353,False,2022
2022-08-23,0.0,0.0,0,412.9,412.33,0.0,0.0,False,2022
2022-08-24,-1.3690000000000135,-1.3600000000000136,1,412.11,413.63,-0.003321928611293134,-0.0033000897818543924,False,2022
2022-08-25,-0.7389999999999614,-0.7299999999999613,1,415.24,419.51,-0.0017796936711298558,-0.0017580194586262435,False,2022
2022-08-26,9.570999999999984,9.579999999999984,1,419.39,405.32,0.02282124037292254,0.022842700112067488,False,2022
2022-08-29,0.0,0.0,0,402.2,402.63,0.0,0.0,False,2022
2022-08-30,1.8610000000000047,1.8700000000000045,1,403.85,398.18,0.004608146589080115,0.004630432091122952,False,2022
2022-08-31,0.0,0.0,0,399.93,395.13,0.0,0.0,False,2022
2022-09-01,-0.8490000000000318,-0.8400000000000318,1,392.89,396.4,-0.002160910178421522,-0.0021380030033852524,False,2022
2022-09-02,0.02200000000002046,0.040000000000020464,2,400.28,392.27,5.496152693119932e-05,9.993004896577512e-05,False,2022
2022-09-06,-3.548000000000086,-3.5300000000000864,2,393.13,390.79,-0.009025004451453936,-0.008979218070358626,False,2022
2022-09-07,4.981000000000009,4.990000000000009,1,390.43,397.77,0.012757728658146169,0.01278078016545862,False,2022
2022-09-08,-0.39899999999998637,-0.38999999999998636,1,395.39,400.4,-0.0010091302258529208,-0.0009863678899314256,False,2022
2022-09-09,0.6830000000000364,0.7100000000000364,3,402.74,406.55,0.001695883200079546,0.0017629239708001102,False,2022
2022-09-12,-0.509,-0.5,1,408.78,410.95,-0.001245168550320466,-0.001223151817603601,False,2022
2022-09-13,3.082000000000023,3.1000000000000227,2,401.83,393.13,0.007669910161013422,0.0077147052236020775,False,2022
2022-09-14,0.0,0.0,0,394.47,394.61,0.0,0.0,False,2022
2022-09-15,0.0,0.0,0,392.96,390.13,0.0,0.0,False,2022
2022-09-16,-1.759,-1.75,1,384.14,385.64,-0.004579059717811215,-0.004555630759618889,False,2022
2022-09-19,0.0,0.0,0,382.26,388.54,0.0,0.0,False,2022
2022-09-20,-1.3090000000000113,-1.3000000000000114,1,385.06,384.17,-0.003399470212434455,-0.0033760972316002995,False,2022
2022-09-21,0.0,0.0,0,386.11,377.39,0.0,0.0,False,2022
2022-09-22,-1.6680000000000341,-1.650000000000034,2,376.58,374.23,-0.004429337723724134,-0.004381539115194738,False,2022
2022-09-23,-0.13800000000000456,-0.12000000000000456,2,370.58,367.92,-0.00037238922769713577,-0.00032381671973664137,False,2022
2022-09-26,-1.518,-1.5,2,366.41,364.31,-0.004142900030021015,-0.004093774733222346,False,2022
2022-09-27,-0.38800000000000456,-0.37000000000000455,2,368.02,363.39,-0.001054290527688725,-0.0010053801423835786,False,2022
2022-09-28,4.041000000000011,4.050000000000011,1,364.38,370.48,0.011090070805203389,0.011114770294747273,False,2022
2022-09-29,0.38199999999997725,0.39999999999997726,2,366.81,362.79,0.0010414110847577144,0.0010904828112646254,False,2022
2022-09-30,-2.339000000000041,-2.330000000000041,1,361.8,357.19,-0.006464897733554562,-0.006440022111664016,False,2022
2022-10-03,2.2110000000000274,2.2200000000000273,1,361.08,366.6,0.00612329677633773,0.006148222000664749,False,2022
2022-10-04,0.37299999999997724,0.39999999999997726,3,372.4,377.93,0.001001611170784042,0.0010741138560686823,False,2022
2022-10-05,0.0,0.0,0,373.39,377.15,0.0,0.0,False,2022
2022-10-06,0.0,0.0,0,375.62,373.22,0.0,0.0,False,2022
2022-10-07,2.731000000000009,2.740000000000009,1,368.97,362.8,0.007401685773911182,0.0074260780009215085,False,2022
2022-10-10,-3.0580000000000203,-3.0400000000000205,2,363.96,360.07,-0.00840202220024184,-0.008352566216067756,False,2022
2022-10-11,-0.1390000000000523,-0.1300000000000523,1,358.24,357.74,-0.00038800803930340636,-0.00036288521661470606,False,2022
2022-10-12,0.0,0.0,0,358.17,356.55,0.0,0.0,False,2022
2022-10-13,5.660999999999959,5.669999999999959,1,349.2,365.96,0.01621134020618545,0.01623711340206174,False,2022
2022-10-14,4.270999999999972,4.279999999999973,1,368.55,357.68,0.011588658255324846,0.011613078279744872,False,2022
2022-10-17,-0.4090000000000341,-0.4000000000000341,1,364.01,366.8,-0.0011235955056180713,-0.001098870910139925,False,2022
2022-10-18,0.0,0.0,0,375.13,371.14,0.0,0.0,False,2022
2022-10-19,0.0,0.0,0,368.99,368.56,0.0,0.0,False,2022
2022-10-20,-1.8989999999999863,-1.8899999999999864,1,368.03,365.43,-0.005159905442491064,-0.0051354509143275995,False,2022
2022-10-21,2.482,2.5,2,365.12,374.28,0.0067977651183172665,0.0068470639789658195,False,2022
2022-10-24,0.0,0.0,0,375.89,378.84,0.0,0.0,False,2022
2022-10-25,0.3130000000000318,0.34000000000003183,3,378.79,384.87,0.0008263153726339972,0.0008975949734682326,False,2022
2022-10-26,0.0,0.0,0,381.62,382.08,0.0,0.0,False,2022
2022-10-27,0.0,0.0,0,383.07,379.97,0.0,0.0,False,2022
2022-10-28,6.391000000000034,6.400000000000034,1,379.87,388.97,0.016824176692026308,0.016847869007818553,False,2022
2022-10-31,0.0,0.0,0,386.44,386.21,0.0,0.0,False,2022
2022-11-01,0.0,0.0,0,390.14,384.53,0.0,0.0,False,2022
2022-11-02,2.1909999999999887,2.1999999999999886,1,383.9,374.87,0.00570721542068244,0.005730659025787936,False,2022
2022-11-03,-3.418999999999968,-3.409999999999968,1,371.46,371.02,-0.009204221181284574,-0.009179992462176193,False,2022
2022-11-04,0.0,0.0,0,377.0,376.34,0.0,0.0,False,2022
2022-11-07,0.0,0.0,0,377.71,379.94,0.0,0.0,False,2022
2022-11-08,-2.2889999999999726,-2.2799999999999727,1,381.11,381.97,-0.006006139959591647,-0.005982524730392728,False,2022
2022-11-09,0.4219999999999977,0.4399999999999977,2,379.93,374.15,0.0011107309241175946,0.0011581080725396723,False,2022
2022-11-10,2.9129999999999976,2.9399999999999977,3,388.05,394.64,0.007506764592191722,0.007576343254735209,False,2022
2022-11-11,-0.7090000000000455,-0.7000000000000455,1,395.59,398.5,-0.0017922596627822885,-0.0017695088349049407,False,2022
2022-11-14,0.0,0.0,0,396.66,395.18,0.0,0.0,False,2022
2022-11-15,0.0,0.0,0,401.15,398.54,0.0,0.0,False,2022
2022-11-16,0.0,0.0,0,396.78,395.51,0.0,0.0,False,2022
2022-11-17,0.0,0.0,0,390.46,394.28,0.0,0.0,False,2022
2022-11-18,0.0,0.0,0,397.74,396.09,0.0,0.0,False,2022
2022-11-21,0.0,0.0,0,394.64,394.58,0.0,0.0,False,2022
2022-11-22,0.4210000000000068,0.4300000000000068,1,396.63,399.87,0.0010614426543630255,0.0010841338274966766,False,2022
2022-11-23,-1.098000000000041,-1.080000000000041,2,399.55,402.39,-0.0027480916030535375,-0.002703040921036268,False,2022
2022-11-25,0.0,0.0,0,401.83,402.38,0.0,0.0,True,2022
2022-11-28,0.0,0.0,0,399.09,395.92,0.0,0.0,False,2022
2022-11-29,-1.607999999999975,-1.589999999999975,2,396.05,395.25,-0.004060093422547595,-0.0040146446155787776,False,2022
2022-11-30,-0.02899999999998181,-0.01999999999998181,1,395.49,407.47,-7.332675921004781e-05,-5.057017876553594e-05,False,2022
2022-12-01,-2.319000000000002,-2.3100000000000023,1,408.77,407.38,-0.0056731169117107474,-0.005651099640384574,False,2022
2022-12-02,0.0,0.0,0,402.25,406.87,0.0,0.0,False,2022
2022-12-05,2.8909999999999774,2.8999999999999773,1,403.95,399.61,0.007156826339893495,0.007179106325040172,False,2022
2022-12-06,3.3109999999999933,3.319999999999993,1,399.42,393.86,0.00828951980371537,0.008312052476090313,False,2022
2022-12-07,0.0,0.0,0,392.94,393.15,0.0,0.0,False,2022
2022-12-08,-0.3090000000000114,-0.30000000000001137,1,395.14,396.21,-0.0007820013159892985,-0.0007592245786303877,False,2022
2022-12-09,0.0,0.0,0,394.94,393.29,0.0,0.0,False,2022
2022-12-12,3.171000000000007,3.180000000000007,1,394.11,398.91,0.00804597701149427,0.008068813275481482,False,2022
2022-12-13,0.0,0.0,0,410.22,401.95,0.0,0.0,False,2022
2022-12-14,-0.07900000000005003,-0.07000000000005002,1,401.61,399.41,-0.00019670824929670584,-0.00017429844874393072,False,2022
2022-12-15,1.9410000000000456,1.9500000000000455,1,394.3,389.65,0.00492264773015482,0.004945472990109169,False,2022
2022-12-16,-0.29900000000002047,-0.29000000000002046,1,385.18,383.3,-0.0007762604496599524,-0.0007528947505063099,False,2022
2022-12-19,-0.08900000000004094,-0.08000000000004093,1,383.47,379.98,-0.00023209116749691223,-0.00020862127415453862,False,2022
2022-12-20,0.0,0.0,0,379.23,380.52,0.0,0.0,False,2022
2022-12-21,-1.687000000000025,-1.660000000000025,3,383.25,386.23,-0.00440182648401833,-0.0043313763861709716,False,2022
2022-12-22,1.2820000000000114,1.3000000000000114,2,383.05,380.76,0.003346821563764551,0.0033938128181699814,False,2022
2022-12-23,-2.929000000000016,-2.920000000000016,1,379.65,382.9,-0.007715000658501293,-0.007691294613459808,False,2022
2022-12-27,-1.8889999999999953,-1.8799999999999955,1,382.79,381.39,-0.004934820658846875,-0.004911309072859781,False,2022
2022-12-28,1.5219999999999636,1.5399999999999636,2,381.33,376.68,0.00399129363018898,0.004038496840007248,False,2022
2022-12-29,1.7809999999999637,1.7899999999999636,1,379.63,383.39,0.004691410057160825,0.004715117351104928,False,2022
2022-12-30,0.0,0.0,0,380.64,382.44,0.0,0.0,False,2022
2023-01-03,-0.4189999999999682,-0.40999999999996817,1,384.37,380.84,-0.001090095480916742,-0.0010666805421858318,False,2023
2023-01-04,0.0,0.0,0,383.18,383.74,0.0,0.0,False,2023
2023-01-05,-0.018000000000056846,-5.684341886080802e-14,2,381.72,379.4,-4.715498270998859e-05,-1.4891391297497645e-16,False,2023
2023-01-06,2.021999999999964,2.0399999999999636,2,382.61,388.03,0.0052847547110633905,0.005331800005227159,False,2023
2023-01-09,0.09200000000001364,0.11000000000001364,2,390.37,387.87,0.00023567384788793615,0.00028178394856165595,False,2023
2023-01-10,0.0,0.0,0,387.25,390.63,0.0,0.0,False,2023
2023-01-11,0.0,0.0,0,392.23,395.5,0.0,0.0,False,2023
2023-01-12,-2.1989999999999976,-2.1899999999999977,1,396.67,396.94,-0.005543650893689963,-0.00552096200872261,False,2023
2023-01-13,0.0,0.0,0,393.62,398.47,0.0,0.0,False,2023
2023-01-17,0.0,0.0,0,398.48,397.76,0.0,0.0,False,2023
2023-01-18,3.8109999999999933,3.819999999999993,1,399.01,391.54,0.009551139069196244,0.009573694894864773,False,2023
2023-01-19,0.0,0.0,0,389.36,388.68,0.0,0.0,False,2023
2023-01-20,1.8119999999999272,1.8299999999999272,2,390.1,395.83,0.0046449628300433915,0.004691104844911374,False,2023
2023-01-23,2.6929999999999703,2.7199999999999704,3,396.72,400.59,0.006788162936075747,0.006856221012300792,False,2023
2023-01-24,0.0,0.0,0,398.88,400.17,0.0,0.0,False,2023
2023-01-25,-0.43899999999995,-0.42999999999995,1,395.95,400.36,-0.0011087258492232606,-0.0010859957065284759,False,2023
2023-01-26,0.0,0.0,0,403.13,404.71,0.0,0.0,False,2023
2023-01-27,-1.7889999999999726,-1.7799999999999727,1,403.65,405.68,-0.004432057475535669,-0.004409760931499995,False,2023
2023-01-30,0.0,0.0,0,402.8,400.63,0.0,0.0,False,2023
2023-01-31,1.0410000000000115,1.0500000000000114,1,401.13,406.45,0.0025951686485678246,0.0026176052651260473,False,2023
2023-02-01,1.6010000000000137,1.6100000000000136,1,405.21,410.79,0.003951037733520925,0.003973248439081005,False,2023
2023-02-02,-2.587999999999936,-2.5699999999999363,2,414.86,416.78,-0.006238249047871417,-0.00619486091693568,False,2023
2023-02-03,0.0,0.0,0,411.59,412.36,0.0,0.0,False,2023
2023-02-06,0.0,0.0,0,409.79,409.9,0.0,0.0,False,2023
2023-02-07,-2.9579999999999407,-2.939999999999941,2,408.87,415.18,-0.0072345733362681065,-0.007190549563430774,False,2023
2023-02-08,-0.9189999999999682,-0.9099999999999682,1,413.13,410.66,-0.0022244813981070564,-0.0022026964877882704,False,2023
2023-02-09,-0.5080000000000091,-0.4900000000000091,2,414.41,407.13,-0.0012258391448083036,-0.001182403899519821,False,2023
2023-02-10,0.0,0.0,0,405.86,408.03,0.0,0.0,False,2023
2023-02-13,2.491,2.5,1,408.72,412.82,0.006094636915247602,0.006116656880015658,False,2023
2023-02-14,-0.9390000000000068,-0.9300000000000068,1,411.24,412.67,-0.002283338196673492,-0.002261453166034449,False,2023
2023-02-15,0.0,0.0,0,410.35,413.99,0.0,0.0,False,2023
2023-02-16,0.0,0.0,0,408.79,408.33,0.0,0.0,False,2023
2023-02-17,-1.1489999999999863,-1.1399999999999864,1,406.06,407.24,-0.0028296310890015917,-0.0028074668768162006,False,2023
2023-02-21,2.581000000000032,2.590000000000032,1,403.06,399.13,0.006403513124596913,0.0064258423063564525,False,2023
2023-02-22,0.0,0.0,0,399.52,398.58,0.0,0.0,False,2023
