ticker,ep_id,start_ts_et,end_ts_et,spot_start,datr14_prior,ema9_h,ema21_h,po,po_slope1,po_slope3,ema21_d_slope1,ema21_d_slope3
AMZN,RND-AMZN-000,2025-07-21T10:30:00-04:00,,227.75,4.027876898434564,226.1608898160621,225.29103524024606,69.32558323701357,5.701518958994626,30.8515054898252,0.5697932669161503,1.3577157134924676
AMZN,RND-AMZN-001,2025-07-25T14:30:00-04:00,,231.7425,4.115334550608849,231.66674030699474,230.62528451482382,35.70534442496162,-3.4686249032886423,-15.51077691093171,0.8962831547818837,2.0561072423280677
AMZN,RND-AMZN-002,2025-07-28T14:30:00-04:00,,232.58,3.9142392255653586,232.54611114482952,231.6692163130419,34.355727145588396,-6.457239245040618,-11.398934261923237,0.7430755952562436,2.227370220298212
AMZN,RND-AMZN-003,2025-08-01T12:30:00-04:00,,214.34,3.9578955779199365,223.00777687277235,227.24556048214916,-139.11062247582373,-13.048860886334325,-86.41381213577733,0.7525173111510526,1.7573322999100185
AMZN,RND-AMZN-004,2025-08-04T10:30:00-04:00,,211.751,5.197331608068513,216.6237227896701,222.10905762283323,-127.6457735749232,-3.3650426046641684,6.852211772708927,-1.0663478989535804,0.1289384544636505
AMZN,RND-AMZN-005,2025-08-05T10:30:00-04:00,,214.99,5.25609363606362,214.16489830638028,217.83115227542942,-58.69211559654587,17.491765204212946,44.06424752494605,-1.254407180866906,-1.5682377686694338
AMZN,RND-AMZN-006,2025-08-05T12:30:00-04:00,,215.075,5.25609363606362,214.54133491608337,217.37801840944581,-40.65552154066216,5.3114200582388875,35.52835926009666,-1.254407180866906,-1.5682377686694338
AMZN,RND-AMZN-007,2025-08-15T11:30:00-04:00,,229.9864,5.1447312185393335,230.26654807441463,227.8441616847522,62.86797520453576,-21.340368946059208,-33.544950768355214,0.7157027123514013,0.7251259778830956
AMZN,RND-AMZN-008,2025-08-26T10:30:00-04:00,,228.03,4.988600021340208,228.06051142201127,227.30511866960651,21.643294335632888,-2.9783522738169204,-21.338386987656257,0.24096479029788043,0.3080934558859951
AMZN,RND-AMZN-009,2025-08-28T11:30:00-04:00,,232.43,4.646190834727015,230.10838516659862,229.04201646723865,71.38685085296875,16.01724102171044,48.44224705921065,0.2977394961139339,0.8332177321371432
AMZN,RND-AMZN-010,2025-09-03T15:30:00-04:00,,226.0,4.766824440195064,225.55621882946537,226.3596395005444,-23.40451246244361,14.157832408413167,4.818615926066695,-0.13334372944103734,0.59083225555014
AMZN,RND-AMZN-011,2025-09-09T12:30:00-04:00,,237.765,4.953486129123576,236.3631436811233,234.82730976661097,59.1910125613005,7.432703798105095,12.169982030965599,0.7260161673102346,1.9967135137969194
AMZN,RND-AMZN-012,2025-09-09T14:30:00-04:00,,238.235,4.953486129123576,236.96741195591892,235.38277666662063,63.64380543348743,3.042670840287272,11.885496670292028,0.7260161673102346,1.9967135137969194
AMZN,RND-AMZN-013,2025-09-18T11:30:00-04:00,,232.88,4.987304718801252,232.17397294922768,232.12381044497602,9.431833897135018,5.682705861791277,21.41704930533685,0.14595009881642795,0.7258948270823566
AMZN,RND-AMZN-014,2025-10-06T09:30:00-04:00,,218.33,4.734819975183801,220.30080649852152,220.76996602948734,-44.120312209592555,-10.111931118512686,-30.106321423229048,-0.5047868753948705,-1.238644557556995
AMZN,RND-AMZN-015,2025-10-30T11:30:00-04:00,,226.12,5.079802790122689,228.33795426700237,227.99536032561304,-14.357274215771021,-14.659355751746409,-45.846435225100585,0.7637889693628495,2.071641488591041
AMZN,RND-AMZN-016,2025-11-04T09:30:00-05:00,,253.39,7.398945601275349,252.54839365572684,246.24224385609097,79.9908905001497,-13.985896909255374,-34.00003074062758,2.67305707690673,4.637318924561242
AMZN,RND-AMZN-017,2025-11-05T10:30:00-05:00,,249.1,7.354735201184252,250.01485011205563,248.10690978886518,12.934640979674636,-0.9843406148029814,-11.578521685311696,2.008233706278844,6.631653567782962
AMZN,RND-AMZN-018,2025-11-13T12:30:00-05:00,,238.0734,6.847498458987774,242.17288358469804,244.26088381260385,-92.87086500106483,-13.647737445510103,-46.00077750131708,0.7413720251681184,3.4023414033064796
AMZN,RND-AMZN-019,2025-11-21T10:30:00-05:00,,218.575,7.150390638855879,219.31361132383242,222.23693904639262,-58.30371560514128,13.835824824634997,-2.006921144942126,-1.5292182514922672,-3.909312412439391
AMZN,RND-AMZN-020,2025-11-24T12:30:00-05:00,,224.96,7.141791307509031,222.9841189923199,222.63863762924012,27.54843637532858,2.1135184186145075,12.019199863583546,-1.0701984104475173,-3.727556738581285
AMZN,RND-AMZN-021,2025-11-28T10:30:00-05:00,,231.94,6.786685824561714,230.33169650013028,228.70619658779657,49.6745298718937,8.701034503419336,14.57964726212527,-0.15280872310108862,-0.7538968734645266
AMZN,RND-AMZN-022,2025-12-01T12:30:00-05:00,,234.9601,6.601565408521592,232.9821471593302,230.89505374237552,73.02638287526491,4.889761792376504,13.278960583392703,0.23653752445358123,-0.03536079405867554
AMZN,RND-AMZN-023,2025-12-02T10:30:00-05:00,,234.3901,6.383382165055763,233.91700326116933,232.20712214352938,46.793221585062426,-7.882436710593943,-15.84474045407923,0.28139774950327023,0.36512655085576284
AMZN,RND-AMZN-024,2025-12-02T11:30:00-05:00,,236.19,6.383382165055763,234.37160260893546,232.56920194866305,54.50206688043761,7.708845295375184,0.40072988086834016,0.28139774950327023,0.36512655085576284
AMZN,RND-AMZN-025,2025-12-09T13:30:00-05:00,,227.98,5.827823656456477,227.91846098740493,228.50055437023906,-13.433763396735078,0.062148874562936385,14.548695130873394,-0.3771394468192,-0.7557315689714983
AMZN,RND-AMZN-026,2025-12-17T09:30:00-05:00,,224.7787,5.266508978056155,223.06059951162217,224.08408605265083,-11.909153753202391,26.96063410124367,41.59188178950765,-0.6322829226987778,-1.7256564741329612
AMZN,RND-AMZN-027,2025-12-18T15:30:00-05:00,,226.76,5.190329765337857,225.9810854290424,225.17342475976346,32.14969562987346,-1.3189896172044442,-5.376243173585031,-0.6919844751807034,-2.0187786128481378
AMZN,RND-AMZN-028,2025-12-19T14:30:00-05:00,,228.65,5.389877639242294,227.7635116747109,226.53138941801234,49.25162538218123,-1.8092813999095654,4.614699515033585,-0.12734952289153512,-1.4516169207710163
AMZN,RND-AMZN-029,2025-12-24T11:30:00-05:00,,232.81,5.004280675442899,231.72636447593047,230.1788776609552,74.78427847228002,2.479703456620854,-0.01632587937979224,0.3732084726584901,0.35442004449959086
AMZN,RND-AMZN-030,2026-01-05T12:30:00-05:00,,232.63,4.6057247664071035,230.61084536093944,230.22634937747677,41.516700314073844,1.277972005070282,38.54508596747711,-0.2959971665336525,0.09663937877363082
AMZN,RND-AMZN-031,2026-01-07T15:30:00-05:00,,241.575,5.262283089402045,242.12103024692397,239.27432968504064,55.40187630566938,-17.25971888829806,-49.92734498850991,1.0085147384019422,1.0388837841104248
AMZN,RND-AMZN-032,2026-02-04T11:30:00-05:00,,233.4202,6.052925867324033,237.19884713658783,238.8678458036811,-50.57777734745193,-19.496259397969716,-20.557977497065494,0.02059784492109884,0.6042788666888441
AMZN,RND-AMZN-033,2026-02-05T14:30:00-05:00,,223.17,6.123431162515176,226.40753468058574,231.13290805882468,-98.22556006970157,3.9051502337786843,5.107291875489295,-0.4949110500717211,-0.020655575737407617
AMZN,RND-AMZN-034,2026-02-06T10:30:00-05:00,,204.9,6.586757508049807,218.14449775645994,225.91999102841822,-157.92294681516302,-15.72737975871695,-59.69738674546144,-1.4144645909742906,-1.8887777961249128
AMZN,RND-AMZN-035,2026-02-20T15:30:00-05:00,,210.17,6.7329909619135595,208.28524192823636,206.38982831302485,62.07618484565187,2.9203608452282808,5.180508599267185,-1.2818835340246437,-4.6369344976215245
AMZN,RND-AMZN-036,2026-02-23T11:30:00-05:00,,203.44,6.78206303606259,206.236168667257,205.82988603533047,-19.93661525276064,-17.34801112805629,-82.01280009841251,-0.6871668491133107,-3.4031222705650634
AMZN,RND-AMZN-037,2026-02-25T10:30:00-05:00,,209.94,6.823921699462131,208.82101285433515,207.6343089606234,42.203509621666186,-0.02482917255315442,9.84065003027623,-0.6736916108374373,-2.4319192318719445
AMZN,RND-AMZN-038,2026-02-27T13:30:00-05:00,,208.85,6.492361057189288,208.21312168591166,208.09476269135507,8.742300573530006,5.943380646499021,7.738972122806576,-0.6332162073036613,-1.7284456461751176
AMZN,RND-AMZN-039,2026-03-02T13:30:00-05:00,,208.665,6.39504955310434,208.36013172098535,208.2571203839978,4.248693432434786,2.4141274893397493,13.703615942163983,-0.3856510975487879,-1.4404051328864682
AMZN,RND-AMZN-040,2026-03-06T13:30:00-05:00,,214.62,6.471965282335826,215.696047052353,214.83105402330838,1.5584969452675028,-5.006745384339364,-18.389752270554887,0.5079023512404888,0.43899378260601907
AMZN,RND-AMZN-041,2026-03-16T12:30:00-04:00,,209.89,5.956614023807855,209.0265548945844,209.66337057946444,-5.286467391591402,9.800151912961393,16.754694806337284,-0.5058228639936715,-0.983173679819032
AMZN,RND-AMZN-042,2026-03-17T10:30:00-04:00,,213.8899,5.908213022107294,211.59992310785748,210.80634354239615,52.76404298322774,7.496217008166184,24.522618576595473,-0.0916571490851652,-0.972885163471858
AMZN,RND-AMZN-043,2026-03-17T15:30:00-04:00,,215.2,5.908213022107294,213.53012520398278,212.14980257334392,61.80872016679616,3.593252423830471,11.288318552669523,-0.0916571490851652,-0.972885163471858
AMZN,RND-AMZN-044,2026-03-18T09:30:00-04:00,,211.88,5.767626377671058,213.20010016318625,212.12527506667627,28.489522606839706,-33.31919755995645,-18.499282070610363,0.22940259174075095,-0.36807742133808574
AMZN,RND-AMZN-045,2026-03-18T14:30:00-04:00,,209.76,5.767626377671058,211.5718907414729,211.65697242902945,-27.836942004579832,-13.349367873883933,-26.762674807697472,0.22940259174075095,-0.36807742133808574
AMZN,RND-AMZN-046,2026-03-20T10:30:00-04:00,,206.29,5.668080907277598,207.77547225048383,209.0742007012604,-47.770895857538804,-6.8219543374410065,-0.7859261790523249,-0.34718794071011416,-0.3946920837504706
AMZN,RND-AMZN-047,2026-03-24T11:30:00-04:00,,208.405,5.716773843519969,208.95988072888758,209.0123491214815,-11.633059585818664,0.39503279141228376,-32.870139440673746,-0.14023796752903195,-1.116687672521067
AMZN,RND-AMZN-048,2026-03-26T12:30:00-04:00,,209.25,5.572983569157526,210.76378347080092,210.30142159827483,-1.9279017609538567,-16.860929626885202,-33.75987387830957,0.052489283033878564,-0.47251047315791084
